1.000000000000000000e+00 3.333333333335022908e-01 2.000000000003324674e-01 1.428571428576435598e-01 1.111111111117752126e-01 9.090909090992387032e-02 7.692307692407880648e-02 6.666666666783402362e-02 5.882352941309814537e-02 5.263157894886789229e-02 4.761904762071413055e-02 4.347826087139824991e-02 4.000000000199987332e-02 3.703703703920404461e-02 3.448275862302324635e-02 3.225806451862929525e-02 3.030303030569683753e-02 2.857142857426196378e-02 2.702702703002700380e-02 2.564102564419227376e-02 2.439024390577258436e-02 2.325581395698829781e-02 2.222222222588898441e-02 2.127659574851422514e-02 2.040816326930630295e-02 1.960784314142172483e-02 1.886792453263530858e-02
9.835641944123250102e-01 3.234999542274566431e-01 1.929872802407685828e-01 1.374083000596019732e-01 1.066560751838620535e-01 8.714137177359033981e-02 7.365899616245967507e-02 6.378748354518884445e-02 5.624806113076284697e-02 5.030187367296586748e-02 4.549229364594943592e-02 4.152193570250179572e-02 3.818881801482897076e-02 3.535095078046438660e-02 3.290560551113927423e-02 3.077662404189574971e-02 2.890635085129893839e-02 2.725033636486885388e-02 2.577376108775369934e-02 2.444896186565901491e-02 2.325368336021878604e-02 2.216981826799205649e-02 2.118248400625089012e-02 2.027933549753578243e-02 1.945004650154155343e-02 1.868591316299011637e-02 1.797954744874901215e-02
9.676118791869902092e-01 3.140108295159231289e-01 1.862417732708917528e-01 1.321777804103528575e-01 1.023855850098408793e-01 8.353346706834230417e-02 7.053584100698087611e-02 6.103432870813573635e-02 5.378657135686498031e-02 4.807619964495835757e-02 4.346122015543264772e-02 3.965418102575547082e-02 3.646007993347294418e-02 3.374197444694781306e-02 3.140087650390449570e-02 2.936345864827203875e-02 2.757424702277174941e-02 2.599050058252996495e-02 2.457875687456689134e-02 2.331244425370705350e-02 2.217019526782178229e-02 2.113463223874484029e-02 2.019147770179845897e-02 1.932889265949935473e-02 1.853697737688073804e-02 1.780738997668272067e-02 1.713305163398197092e-02
9.521261545450866448e-01 3.048528548211051348e-01 1.797527798474612415e-01 1.271565446417349254e-01 9.829181577534296110e-02 8.007847895670808236e-02 6.754744434510424889e-02 5.840162584975876897e-02 5.143397133299543872e-02 4.594987728392200405e-02 4.152149586037565815e-02 3.787096560433163978e-02 3.481001570383186750e-02 3.220656738988390139e-02 2.996523404628263429e-02 2.801541184530705747e-02 2.630372475896472495e-02 2.478907370072937558e-02 2.343929972639995085e-02 2.222887916251326326e-02 2.113729667284526201e-02 2.014787454336466541e-02 1.924691562483102705e-02 1.842306610011080342e-02 1.766683500434864870e-02 1.697022729048006107e-02 1.632646032617416157e-02
9.370907633686651472e-01 2.960134501029172971e-01 1.735100434850035678e-01 1.223359366057880648e-01 9.436728029397267736e-02 7.676981138627411716e-02 6.468791188170570916e-02 5.588404758402408523e-02 4.918540117231019748e-02 4.391843881887838585e-02 3.966898658670484079e-02 3.616844252704676244e-02 3.323502836633274865e-02 3.074135211360925699e-02 2.859549487456852085e-02 2.672947348297548611e-02 2.509192917099653530e-02 2.364334086473849142e-02 2.235280173054418965e-02 2.119579428292650211e-02 2.015262098514110367e-02 1.920727564171278295e-02 1.834661764035364767e-02 1.755975831359801384e-02 1.683759847355570036e-02 1.617247539308375864e-02 1.555789016761967118e-02
9.224900655037069352e-01 2.874805379717217391e-01 1.675037316972489421e-01 1.177076667488096834e-01 9.060481423952970736e-02 7.360115674221991144e-02 6.195160996285957455e-02 5.347650425197244400e-02 4.703621950151200271e-02 4.197761865048384861e-02 3.789974626299273675e-02 3.454294074613237231e-02 3.173168608034127730e-02 2.934310673369364131e-02 2.728862286351788763e-02 2.550277295165526495e-02 2.393613805828134072e-02 2.255071369727915109e-02 2.131679579618570367e-02 2.021083295615769271e-02 1.921391251783753987e-02 1.831067252410613702e-02 1.748850610269535658e-02 1.673697053771805443e-02 1.604734213595046532e-02 1.541227659047079458e-02 1.482554678703361557e-02
9.083090131265193490e-01 2.792425229196938696e-01 1.617244180475249649e-01 1.132637963080900673e-01 8.699756203122024911e-02 7.056648309544884257e-02 5.933315394710027973e-02 5.117413323443310846e-02 4.498199357411399729e-02 4.012334415334222609e-02 3.621000832208104425e-02 3.299095700489607791e-02 3.029671451722229514e-02 2.800875778469235841e-02 2.604172220592248024e-02 2.433257269698949413e-02 2.283375572726345157e-02 2.150872439394052246e-02 2.032893000280496659e-02 1.927174875437591070e-02 1.831902128181381317e-02 1.745600370343175500e-02 1.667060103080843236e-02 1.595279809930997758e-02 1.529423110902797603e-02 1.468786085829998714e-02 1.412772059069393286e-02
8.945331271266707684e-01 2.712882714310318466e-01 1.561630649726024611e-01 1.089967221993040358e-01 8.353896334279585500e-02 6.766002201956651529e-02 5.682739709938670197e-02 4.897228874824181150e-02 4.301848983345372968e-02 3.835172689871609031e-02 3.459617749734766878e-02 3.150914813723070668e-02 2.892698960496076221e-02 2.673537336125907105e-02 2.485203090914750099e-02 2.321626203684246104e-02 2.178230709871846818e-02 2.051502009478557709e-02 1.938696221340077686e-02 1.837640031567465068e-02 1.746589802487340248e-02 1.664130444299994141e-02 1.589101551097662351e-02 1.520542597950879510e-02 1.457651699294705040e-02 1.399754169993987045e-02 1.346278275284635076e-02
8.811484744641494560e-01 2.636070929330978085e-01 1.508110073464037082e-01 1.048991625641625680e-01 8.022274020769608327e-02 6.487625695111165491e-02 5.442941998413782650e-02 4.686653210394280122e-02 4.114166490488254530e-02 3.665905427833264507e-02 3.305482199543806343e-02 3.009432372180539245e-02 2.761953060805773588e-02 2.552015657713822480e-02 2.371691459387016004e-02 2.215135126624998702e-02 2.077943209010865364e-02 1.956735751919460795e-02 1.848875494011434709e-02 1.752274642144095729e-02 1.665258950409770691e-02 1.586470220902682499e-02 1.514795131621208754e-02 1.449312458823315448e-02 1.389253378951263961e-02 1.333971220039114648e-02 1.282918139593046750e-02
8.681416464601977578e-01 2.561887215524378814e-01 1.456599367510340581e-01 1.009641429490383269e-01 7.704288469374587223e-02 6.220991206868158735e-02 5.213452033474505476e-02 4.485262240401726580e-02 3.934765699754502744e-02 3.504178151089688137e-02 3.158266602812640628e-02 2.874343907454325955e-02 2.637149352715353542e-02 2.436043932726037267e-02 2.263386058093325853e-02 2.113546603691421333e-02 1.982288026013959495e-02 1.866359785161847418e-02 1.763227045039888682e-02 1.670884130473947529e-02 1.587723398040057771e-02 1.512441233715793726e-02 1.443969473210319175e-02 1.381424573806712235e-02 1.324069401395175892e-02 1.271284126682718091e-02 1.222543795163086137e-02
